776681696624345088::::[0.04861111111494035, 0.13194444444244813, 0.048611111115222844, 0.09027777698059457, 0.18750000073835885, 0.10416669900748737, 0.17361110722745585, 0.09027778246445188, 0.07638885579396272, 0.048611111115077384]
918840453746720768::::[0.07406298323804893, 0.06139018368843145, 0.1305145852936372, 0.04986943302447669, 0.11812980916135475, 0.07540733354192916, 0.08239631693482856, 0.07137460794741984, 0.25645543167529666, 0.08039931549457678]
883255134414700546::::[0.11534867093760139, 0.17258675938908838, 0.16676943792247353, 0.09570178840198292, 0.06630615732312022, 0.05186619376313111, 0.09710152312674865, 0.07313763607378887, 0.08449033379216539, 0.07669149926989927]
736094409465331715::::[0.10324897780693003, 0.09104578653048587, 0.15934981612151997, 0.09734392037215767, 0.07494244944774592, 0.10584350189109024, 0.11687787926807676, 0.09027492245585478, 0.07064132264618471, 0.09043142345995353]
812095126612934660::::[0.10813287158644871, 0.08352151954302878, 0.0999823778798683, 0.10944723494553342, 0.12846549724297368, 0.09459492535385615, 0.10450933913967936, 0.08187533692375298, 0.08660787683048493, 0.1028630205543732]
801500727566860293::::[0.11364655719873419, 0.06914309155041067, 0.12263178682344227, 0.07924959039005416, 0.09432033098062263, 0.08722813499110516, 0.1345684813527863, 0.10903667247659192, 0.07747635645639878, 0.11269899777985365]
72744966::::[0.06879988181347922, 0.13252244288558226, 0.09497012046101266, 0.07899587090293363, 0.0643214219596464, 0.09247982466102313, 0.09046735467277973, 0.16028389790452854, 0.1317088489479492, 0.08545033579106508]
905893368357584897::::[0.11977037113717647, 0.1028051884030145, 0.10413475799455603, 0.08752536318629837, 0.07292055197461049, 0.1038482301145458, 0.11020578526379003, 0.11444431139447668, 0.07188958687198779, 0.11245585365954328]
1957789704::::[0.10667583802960447, 0.0738094628506208, 0.15728340040803204, 0.07459080624762389, 0.08170885176697291, 0.11373900328966187, 0.15459640793203716, 0.07354916943109248, 0.09536623616982325, 0.06868082387453063]
1115881482::::[0.12429670919536194, 0.08413483643506105, 0.1664263267611771, 0.08882248510964114, 0.09628765806745461, 0.09871826121958728, 0.07597510911730528, 0.08969046927026542, 0.09481192188041992, 0.08083622294372554]
899930363660828674::::[0.07587289221957513, 0.09991236524142223, 0.10600808676131013, 0.277087167456223, 0.09059739884424117, 0.11925229751648422, 0.05730575000479364, 0.05964491301725206, 0.053212193406231886, 0.061106935532466496]
812083520055242753::::[0.12223373067242722, 0.09431816185589616, 0.07384677666510776, 0.14461143088269665, 0.1390376525231363, 0.09253222698321716, 0.10591784180689365, 0.08261158378490746, 0.06786878588313602, 0.07702180894258125]
943671692244680707::::[0.08334078772065796, 0.10568259086295499, 0.07439886385494841, 0.27267899157094005, 0.0551762628181076, 0.18855250049254302, 0.054859827364660316, 0.0647755200800132, 0.05161408004398647, 0.04892057519118798]
875590722379890693::::[0.06961321524355318, 0.06743738629131973, 0.11705438377518981, 0.20426007998106488, 0.07054826716440209, 0.06692103128011005, 0.07430688774869598, 0.07704797088565644, 0.0599844936920503, 0.19282628393795742]
