222592773::::[0.10346084101421285, 0.15473237751904967, 0.06689145777605772, 0.13135040938488482, 0.08090232489291416, 0.0871060201068533, 0.09829074187447963, 0.13483783564680496, 0.06700783130007908, 0.07542016048466363]
15918020::::[0.09835831626751686, 0.1950158208440606, 0.07890337961514984, 0.14834115459458797, 0.09860025996946893, 0.08356441648899089, 0.07970420676758751, 0.09970624532539638, 0.060768857600771706, 0.057037342526469324]
26832979::::[0.047808082681446123, 0.0750124325589285, 0.05163461609962666, 0.061557429974735046, 0.06657443752194223, 0.055395791018692075, 0.0651550294935294, 0.47078688746350794, 0.05078427518012138, 0.05529101800747161]
435652852::::[0.12444963758731145, 0.1368643704167119, 0.05257431647435182, 0.11572232443944458, 0.0722238715333808, 0.09192439105119657, 0.07232116142244832, 0.08457287380399642, 0.17647394204141753, 0.07287311122974055]
22203756::::[0.0771942020726233, 0.13017296336213413, 0.09518478608999374, 0.07055480386021629, 0.04707153272513179, 0.12520389977926735, 0.0612353149156862, 0.20628189929457608, 0.10259806817776516, 0.0845025297226058]
16301273::::[0.10029492983403539, 0.15562181390811303, 0.08665295088014664, 0.11797323050089908, 0.09345751267253352, 0.0825301050589075, 0.08518075431036765, 0.11771929834635136, 0.07866585408308341, 0.08190355040556226]
109108040::::[0.247784814289451, 0.05873053542069255, 0.05055091776912158, 0.08160923207918622, 0.04258790800098536, 0.06938509784802427, 0.0839310222058052, 0.07048296826396848, 0.23231715711862516, 0.06262034700414013]
17176054::::[0.07229926783913268, 0.10269488160426746, 0.13854594433667572, 0.06691901279270669, 0.09923177562396528, 0.06385781595924253, 0.07978745205316115, 0.20365364854900972, 0.09736111326508423, 0.07564908797675475]
15901404::::[0.09069812047685519, 0.23166845729015015, 0.05974404142792537, 0.17135095951568324, 0.06095994130416844, 0.07997444639261636, 0.040101090762815435, 0.06476070582806984, 0.07580972163118117, 0.12493251537053474]
16679529::::[0.10296131094033538, 0.08982025309163509, 0.12074561720167497, 0.08800799721496179, 0.10868955689824909, 0.07248500738081838, 0.06407977132257749, 0.1434832033322664, 0.10208354585304784, 0.10764373676443305]
145730465::::[0.07843607818180244, 0.0977841699945106, 0.07832329139126545, 0.12665389500058113, 0.11639337219839649, 0.08605462005589953, 0.09808391327402975, 0.1041052112708823, 0.07986846670689945, 0.13429698192573278]
1564955312::::[0.13832612346176237, 0.09988172466014572, 0.1041140911739122, 0.12204769109396037, 0.06810046329852053, 0.09255424153739923, 0.10674550404577417, 0.09222923924484336, 0.11686510124149385, 0.05913582024218806]
43368370::::[0.1055476993359924, 0.141882297038012, 0.07840996889536611, 0.1044426417926535, 0.08458672234769406, 0.0874586467919642, 0.08100853636904116, 0.08006415841140038, 0.12665060040986303, 0.10994872860801305]
119773534::::[0.1097345773774934, 0.07781776104868876, 0.06569966600264757, 0.08428359793019463, 0.10922525566363876, 0.14979203542122585, 0.07921254393625522, 0.09920943408073978, 0.12633041901303926, 0.09869470952607665]
5946492::::[0.08900032813743218, 0.10641264523579946, 0.08563331703477019, 0.08597002252625412, 0.10596360320642703, 0.08306876631769382, 0.12307901648184003, 0.11442118634451025, 0.09936587952111278, 0.10708523519415983]
