776681696624345088,4
776681696624345088,3
776681696624345088,12
776681696624345088,7
776681696624345088,9
776681696624345088,3
918840453746720768,5
918840453746720768,3
918840453746720768,4
918840453746720768,1
918840453746720768,17
918840453746720768,15
918840453746720768,13
918840453746720768,2
918840453746720768,5
918840453746720768,6
918840453746720768,2
918840453746720768,6
918840453746720768,6
918840453746720768,4
918840453746720768,5
918840453746720768,9
918840453746720768,9
918840453746720768,4
918840453746720768,7
918840453746720768,2
918840453746720768,5
918840453746720768,13
918840453746720768,12
918840453746720768,3
918840453746720768,3
918840453746720768,14
918840453746720768,13
918840453746720768,9
918840453746720768,5
918840453746720768,15
918840453746720768,7
918840453746720768,2
918840453746720768,16
918840453746720768,5
918840453746720768,2
918840453746720768,3
918840453746720768,3
918840453746720768,8
918840453746720768,17
918840453746720768,15
918840453746720768,6
918840453746720768,4
918840453746720768,13
918840453746720768,1
918840453746720768,2
918840453746720768,4
918840453746720768,15
918840453746720768,15
918840453746720768,15
918840453746720768,15
918840453746720768,15
918840453746720768,15
918840453746720768,15
918840453746720768,15
918840453746720768,15
918840453746720768,15
918840453746720768,15
918840453746720768,15
918840453746720768,15
918840453746720768,4
918840453746720768,4
918840453746720768,9
918840453746720768,1
883255134414700546,7
883255134414700546,7
883255134414700546,8
883255134414700546,5
883255134414700546,7
883255134414700546,3
883255134414700546,4
883255134414700546,10
883255134414700546,6
883255134414700546,6
883255134414700546,31
883255134414700546,3
883255134414700546,4
883255134414700546,3
883255134414700546,1
883255134414700546,2
883255134414700546,6
883255134414700546,5
883255134414700546,10
883255134414700546,8
883255134414700546,9
883255134414700546,3
883255134414700546,30
883255134414700546,11
883255134414700546,2
883255134414700546,6
883255134414700546,3
883255134414700546,9
883255134414700546,2
883255134414700546,8
883255134414700546,6
883255134414700546,8
883255134414700546,6
883255134414700546,7
883255134414700546,3
883255134414700546,5
883255134414700546,9
883255134414700546,10
883255134414700546,7
883255134414700546,11
883255134414700546,13
883255134414700546,7
883255134414700546,2
883255134414700546,11
883255134414700546,3
883255134414700546,5
883255134414700546,5
883255134414700546,2
883255134414700546,9
883255134414700546,13
883255134414700546,1
883255134414700546,3
883255134414700546,7
883255134414700546,5
883255134414700546,6
883255134414700546,11
883255134414700546,2
883255134414700546,0
883255134414700546,5
883255134414700546,13
883255134414700546,3
883255134414700546,13
883255134414700546,5
883255134414700546,5
883255134414700546,19
883255134414700546,6
883255134414700546,6
883255134414700546,2
883255134414700546,11
883255134414700546,6
883255134414700546,5
883255134414700546,9
883255134414700546,3
883255134414700546,6
883255134414700546,3
883255134414700546,1
883255134414700546,3
883255134414700546,3
883255134414700546,3
883255134414700546,4
883255134414700546,18
883255134414700546,9
883255134414700546,2
883255134414700546,6
883255134414700546,4
883255134414700546,3
883255134414700546,7
883255134414700546,18
883255134414700546,13
883255134414700546,8
883255134414700546,7
883255134414700546,16
736094409465331715,6
736094409465331715,13
736094409465331715,8
736094409465331715,5
736094409465331715,14
736094409465331715,5
736094409465331715,4
736094409465331715,6
736094409465331715,4
736094409465331715,6
736094409465331715,16
736094409465331715,14
736094409465331715,10
736094409465331715,8
736094409465331715,12
736094409465331715,7
736094409465331715,3
736094409465331715,3
736094409465331715,6
736094409465331715,8
736094409465331715,10
736094409465331715,3
736094409465331715,16
736094409465331715,6
736094409465331715,6
736094409465331715,16
736094409465331715,10
736094409465331715,7
736094409465331715,4
736094409465331715,8
736094409465331715,7
736094409465331715,3
736094409465331715,5
736094409465331715,2
736094409465331715,6
736094409465331715,12
736094409465331715,5
736094409465331715,4
736094409465331715,4
736094409465331715,6
736094409465331715,6
736094409465331715,4
736094409465331715,2
736094409465331715,8
736094409465331715,7
736094409465331715,4
736094409465331715,15
736094409465331715,4
736094409465331715,3
736094409465331715,6
736094409465331715,5
736094409465331715,2
736094409465331715,4
736094409465331715,14
736094409465331715,2
736094409465331715,14
736094409465331715,4
736094409465331715,10
736094409465331715,12
736094409465331715,14
736094409465331715,3
736094409465331715,8
736094409465331715,5
736094409465331715,8
736094409465331715,16
736094409465331715,17
736094409465331715,4
736094409465331715,8
736094409465331715,11
736094409465331715,8
736094409465331715,4
736094409465331715,2
736094409465331715,3
736094409465331715,4
736094409465331715,9
736094409465331715,9
736094409465331715,10
736094409465331715,5
736094409465331715,6
736094409465331715,8
736094409465331715,11
736094409465331715,8
736094409465331715,11
736094409465331715,11
736094409465331715,13
736094409465331715,2
736094409465331715,2
736094409465331715,7
736094409465331715,5
736094409465331715,11
736094409465331715,14
736094409465331715,8
736094409465331715,7
736094409465331715,5
812095126612934660,5
812095126612934660,10
812095126612934660,5
812095126612934660,8
812095126612934660,10
812095126612934660,2
812095126612934660,14
812095126612934660,4
812095126612934660,4
812095126612934660,12
812095126612934660,7
812095126612934660,4
812095126612934660,9
812095126612934660,10
812095126612934660,11
812095126612934660,5
812095126612934660,10
812095126612934660,12
812095126612934660,6
812095126612934660,7
812095126612934660,3
812095126612934660,5
812095126612934660,6
812095126612934660,1
812095126612934660,4
812095126612934660,9
812095126612934660,5
812095126612934660,7
812095126612934660,3
812095126612934660,4
812095126612934660,3
812095126612934660,1
812095126612934660,1
812095126612934660,2
812095126612934660,5
812095126612934660,1
812095126612934660,2
812095126612934660,1
812095126612934660,13
812095126612934660,7
812095126612934660,1
812095126612934660,8
812095126612934660,9
812095126612934660,13
812095126612934660,5
812095126612934660,1
812095126612934660,1
812095126612934660,7
812095126612934660,6
812095126612934660,5
812095126612934660,5
812095126612934660,9
812095126612934660,4
812095126612934660,1
812095126612934660,4
812095126612934660,2
812095126612934660,5
812095126612934660,1
812095126612934660,4
812095126612934660,2
812095126612934660,8
812095126612934660,12
812095126612934660,7
812095126612934660,2
812095126612934660,2
812095126612934660,7
812095126612934660,3
812095126612934660,10
812095126612934660,12
812095126612934660,1
812095126612934660,3
812095126612934660,11
812095126612934660,4
812095126612934660,16
812095126612934660,3
812095126612934660,4
812095126612934660,3
812095126612934660,6
812095126612934660,14
812095126612934660,1
812095126612934660,1
812095126612934660,2
801500727566860293,8
801500727566860293,5
801500727566860293,4
801500727566860293,3
801500727566860293,5
801500727566860293,13
801500727566860293,5
801500727566860293,2
801500727566860293,3
801500727566860293,6
801500727566860293,3
801500727566860293,3
801500727566860293,9
801500727566860293,8
801500727566860293,7
801500727566860293,6
801500727566860293,5
801500727566860293,7
801500727566860293,14
801500727566860293,6
801500727566860293,7
801500727566860293,4
801500727566860293,8
801500727566860293,12
801500727566860293,4
801500727566860293,9
801500727566860293,9
801500727566860293,20
801500727566860293,5
801500727566860293,10
801500727566860293,3
801500727566860293,4
801500727566860293,2
801500727566860293,8
801500727566860293,3
801500727566860293,6
801500727566860293,2
801500727566860293,16
801500727566860293,9
801500727566860293,7
801500727566860293,4
801500727566860293,9
801500727566860293,9
801500727566860293,4
801500727566860293,5
801500727566860293,6
801500727566860293,6
801500727566860293,5
801500727566860293,5
801500727566860293,8
801500727566860293,13
801500727566860293,10
801500727566860293,7
801500727566860293,12
801500727566860293,8
801500727566860293,1
801500727566860293,11
801500727566860293,5
801500727566860293,5
801500727566860293,6
801500727566860293,5
801500727566860293,9
801500727566860293,3
801500727566860293,7
801500727566860293,13
801500727566860293,3
801500727566860293,7
801500727566860293,13
801500727566860293,6
801500727566860293,5
801500727566860293,13
801500727566860293,7
801500727566860293,9
801500727566860293,3
801500727566860293,7
801500727566860293,3
801500727566860293,8
801500727566860293,9
801500727566860293,6
801500727566860293,11
801500727566860293,4
801500727566860293,11
801500727566860293,5
801500727566860293,4
801500727566860293,4
801500727566860293,7
